A;MktCoupons;OriginAirportID;DestAirportID;DestAirportID;ID_C;MktFare
4545;1;Banglore;Delhi;Delhi;3;5048
4546;1;Delhi;Cochin;Cochin;5;10262
4547;1;Delhi;Cochin;Cochin;7;12537
4548;1;Delhi;Cochin;Cochin;5;10262
4549;1;Mumbai;Hyderabad;Hyderabad;5;8040
4550;1;Kolkata;Banglore;Banglore;9;9736
4551;1;Kolkata;Banglore;Banglore;4;4804
4552;1;Banglore;New Delhi;New Delhi;5;13817
4553;1;Banglore;Delhi;Delhi;3;5048
4554;1;Mumbai;Hyderabad;Hyderabad;5;8040
4555;1;Delhi;Cochin;Cochin;7;7354
4556;1;Delhi;Cochin;Cochin;7;7563
4557;1;Delhi;Cochin;Cochin;4;7725
4558;1;Delhi;Cochin;Cochin;7;7740
4559;1;Kolkata;Banglore;Banglore;2;13532
4560;1;Kolkata;Banglore;Banglore;4;6565
4561;1;Kolkata;Banglore;Banglore;5;10844
4562;1;Kolkata;Banglore;Banglore;9;3841
4563;1;Delhi;Cochin;Cochin;7;11200
4564;1;Kolkata;Banglore;Banglore;2;12009
4565;1;Delhi;Cochin;Cochin;2;8372
4566;1;Delhi;Cochin;Cochin;2;13591
4567;1;Mumbai;Hyderabad;Hyderabad;11;12395
4568;1;Chennai;Kolkata;Kolkata;9;7298
4569;1;Delhi;Cochin;Cochin;4;12214
4570;1;Kolkata;Banglore;Banglore;5;14151
4571;1;Delhi;Cochin;Cochin;2;12970
4572;1;Kolkata;Banglore;Banglore;5;14781
4573;1;Banglore;Delhi;Delhi;11;4878
4574;1;Chennai;Kolkata;Kolkata;9;3597
4575;1;Kolkata;Banglore;Banglore;1;6810
4576;1;Chennai;Kolkata;Kolkata;11;3687
4577;1;Delhi;Cochin;Cochin;2;6482
4578;1;Mumbai;Hyderabad;Hyderabad;5;19595
4579;1;Delhi;Cochin;Cochin;4;6147
4580;1;Kolkata;Banglore;Banglore;5;10953
4581;1;Kolkata;Banglore;Banglore;9;3873
4582;1;Banglore;New Delhi;New Delhi;5;14815
4583;1;Delhi;Cochin;Cochin;7;10678
4584;1;Delhi;Cochin;Cochin;5;14053
4585;1;Kolkata;Banglore;Banglore;5;10539
4586;1;Banglore;New Delhi;New Delhi;5;16946
4587;1;Delhi;Cochin;Cochin;4;7673
4588;1;Banglore;New Delhi;New Delhi;2;4441
4589;1;Banglore;Delhi;Delhi;5;4544
4590;1;Kolkata;Banglore;Banglore;4;4804
4591;1;Delhi;Cochin;Cochin;5;5406
4592;1;Mumbai;Hyderabad;Hyderabad;2;3100
4593;1;Delhi;Cochin;Cochin;5;11150
4594;1;Banglore;Delhi;Delhi;4;4823
4595;1;Mumbai;Hyderabad;Hyderabad;9;1965
4596;1;Delhi;Cochin;Cochin;5;10262
4597;1;Delhi;Cochin;Cochin;4;6674
4598;1;Delhi;Cochin;Cochin;5;15764
4599;1;Kolkata;Banglore;Banglore;5;7064
4600;1;Delhi;Cochin;Cochin;5;10262
4601;1;Kolkata;Banglore;Banglore;4;5069
4602;1;Delhi;Cochin;Cochin;7;11789
4603;1;Kolkata;Banglore;Banglore;2;15164
4604;1;Delhi;Cochin;Cochin;2;6094
4605;1;Banglore;Delhi;Delhi;9;4885
4606;1;Banglore;Delhi;Delhi;1;3383
4607;1;Delhi;Cochin;Cochin;7;6673
4608;1;Banglore;Delhi;Delhi;5;4544
4609;1;Delhi;Cochin;Cochin;5;8367
4610;1;Banglore;Delhi;Delhi;3;3898
4611;1;Kolkata;Banglore;Banglore;5;10844
4612;1;Delhi;Cochin;Cochin;7;12327
4613;1;Delhi;Cochin;Cochin;9;6356
4614;1;Banglore;Delhi;Delhi;2;5228
4615;1;Banglore;New Delhi;New Delhi;2;10835
4616;1;Banglore;Delhi;Delhi;4;3943
4617;1;Delhi;Cochin;Cochin;5;14714
4618;1;Kolkata;Banglore;Banglore;2;11883
4619;1;Kolkata;Banglore;Banglore;11;8610
4620;1;Delhi;Cochin;Cochin;7;6513
4621;1;Delhi;Cochin;Cochin;5;12898
4622;1;Delhi;Cochin;Cochin;2;10861
4623;1;Mumbai;Hyderabad;Hyderabad;4;4049
4624;1;Banglore;New Delhi;New Delhi;5;13555
4625;1;Delhi;Cochin;Cochin;5;16079
4626;1;Delhi;Cochin;Cochin;4;7673
4627;1;Delhi;Cochin;Cochin;8;10161
4628;1;Delhi;Cochin;Cochin;5;10262
4629;1;Kolkata;Banglore;Banglore;9;3873
4630;1;Banglore;Delhi;Delhi;9;3311
4631;1;Delhi;Cochin;Cochin;4;13611
4632;1;Delhi;Cochin;Cochin;2;11858
4633;1;Delhi;Cochin;Cochin;7;9316
4634;1;Banglore;Delhi;Delhi;4;4823
4635;1;Kolkata;Banglore;Banglore;5;13941
4636;1;Delhi;Cochin;Cochin;5;13029
4637;1;Kolkata;Banglore;Banglore;9;3873
4638;1;Banglore;Delhi;Delhi;4;4591
4639;1;Mumbai;Hyderabad;Hyderabad;11;12395
4640;1;Mumbai;Hyderabad;Hyderabad;4;3603
4641;1;Kolkata;Banglore;Banglore;4;4804
4642;1;Banglore;Delhi;Delhi;4;4823
4643;1;Delhi;Cochin;Cochin;5;13244
4644;1;Kolkata;Banglore;Banglore;1;6785
4645;1;Mumbai;Hyderabad;Hyderabad;2;3100
4646;1;Delhi;Cochin;Cochin;7;7198
4647;1;Delhi;Cochin;Cochin;5;13014
4648;1;Delhi;Cochin;Cochin;2;20416
4649;1;Delhi;Cochin;Cochin;2;10441
4650;1;Banglore;New Delhi;New Delhi;2;11528
4651;1;Kolkata;Banglore;Banglore;2;14083
4652;1;Chennai;Kolkata;Kolkata;4;3597
4653;1;Kolkata;Banglore;Banglore;2;7662
4654;1;Banglore;Delhi;Delhi;4;4823
4655;1;Delhi;Cochin;Cochin;2;10703
4656;1;Mumbai;Hyderabad;Hyderabad;5;8040
4657;1;Banglore;Delhi;Delhi;11;4668
4658;1;Delhi;Cochin;Cochin;2;6304
4659;1;Mumbai;Hyderabad;Hyderabad;2;14219
4660;1;Kolkata;Banglore;Banglore;9;3841
4661;1;Delhi;Cochin;Cochin;7;13587
4662;1;Kolkata;Banglore;Banglore;2;12093
4663;1;Delhi;Cochin;Cochin;9;5899
4664;1;Mumbai;Hyderabad;Hyderabad;2;3100
4665;1;Banglore;Delhi;Delhi;2;5438
4666;1;Banglore;Delhi;Delhi;4;5780
4667;1;Kolkata;Banglore;Banglore;2;11668
4668;1;Banglore;New Delhi;New Delhi;4;11934
4669;1;Delhi;Cochin;Cochin;5;16263
4670;1;Delhi;Cochin;Cochin;4;14871
4671;1;Banglore;Delhi;Delhi;9;3573
4672;1;Delhi;Cochin;Cochin;2;12497
4673;1;Delhi;Cochin;Cochin;2;5411
4674;1;Delhi;Cochin;Cochin;4;6600
4675;1;Kolkata;Banglore;Banglore;4;11160
4676;1;Mumbai;Hyderabad;Hyderabad;5;22950
4677;1;Kolkata;Banglore;Banglore;9;4649
4678;1;Delhi;Cochin;Cochin;5;15129
4679;1;Delhi;Cochin;Cochin;4;8626
4680;1;Delhi;Cochin;Cochin;5;17234
4681;1;Banglore;New Delhi;New Delhi;5;7832
4682;1;Mumbai;Hyderabad;Hyderabad;2;3100
4683;1;Kolkata;Banglore;Banglore;5;9314
4684;1;Delhi;Cochin;Cochin;5;14714
4685;1;Delhi;Cochin;Cochin;5;13882
4686;1;Delhi;Cochin;Cochin;5;16274
4687;1;Delhi;Cochin;Cochin;7;15135
4688;1;Banglore;New Delhi;New Delhi;4;6144
4689;1;Delhi;Cochin;Cochin;5;9483
4690;1;Delhi;Cochin;Cochin;2;14431
4691;1;Delhi;Cochin;Cochin;7;6093
4692;1;Delhi;Cochin;Cochin;7;7888
4693;1;Delhi;Cochin;Cochin;4;7503
4694;1;Kolkata;Banglore;Banglore;2;6117
4695;1;Delhi;Cochin;Cochin;5;17024
4696;1;Kolkata;Banglore;Banglore;5;12681
4697;1;Delhi;Cochin;Cochin;7;10678
4698;1;Kolkata;Banglore;Banglore;5;13759
4699;1;Mumbai;Hyderabad;Hyderabad;9;2017
4700;1;Banglore;Delhi;Delhi;9;4885
4701;1;Delhi;Cochin;Cochin;7;10786
4702;1;Mumbai;Hyderabad;Hyderabad;11;12080
4703;1;Kolkata;Banglore;Banglore;4;4804
4704;1;Delhi;Cochin;Cochin;2;6587
4705;1;Delhi;Cochin;Cochin;5;8728
4706;1;Delhi;Cochin;Cochin;1;7452
4707;1;Banglore;Delhi;Delhi;4;4823
4708;1;Delhi;Cochin;Cochin;7;8310
4709;1;Banglore;Delhi;Delhi;11;5403
4710;1;Delhi;Cochin;Cochin;5;13376
4711;1;Delhi;Cochin;Cochin;7;10877
4712;1;Banglore;New Delhi;New Delhi;5;14815
4713;1;Delhi;Cochin;Cochin;4;6558
4714;1;Delhi;Cochin;Cochin;7;14067
4715;1;Delhi;Cochin;Cochin;7;9627
4716;1;Delhi;Cochin;Cochin;5;14714
4717;1;Delhi;Cochin;Cochin;4;5000
4718;1;Delhi;Cochin;Cochin;8;9845
4719;1;Kolkata;Banglore;Banglore;5;10844
4720;1;Delhi;Cochin;Cochin;4;7048
4721;1;Kolkata;Banglore;Banglore;5;12692
4722;1;Delhi;Cochin;Cochin;5;13843
4723;1;Banglore;New Delhi;New Delhi;5;7832
4724;1;Mumbai;Hyderabad;Hyderabad;4;4049
4725;1;Delhi;Cochin;Cochin;5;12242
4726;1;Delhi;Cochin;Cochin;5;10262
4727;1;Kolkata;Banglore;Banglore;5;14571
4728;1;Kolkata;Banglore;Banglore;9;4174
4729;1;Delhi;Cochin;Cochin;7;11264
4730;1;Kolkata;Banglore;Banglore;4;4174
4731;1;Chennai;Kolkata;Kolkata;4;3540
4732;1;Kolkata;Banglore;Banglore;11;9345
4733;1;Delhi;Cochin;Cochin;2;9653
4734;1;Mumbai;Hyderabad;Hyderabad;4;3342
4735;1;Delhi;Cochin;Cochin;7;8073
4736;1;Kolkata;Banglore;Banglore;5;7064
4737;1;Delhi;Cochin;Cochin;5;13376
4738;1;Delhi;Cochin;Cochin;7;15135
4739;1;Kolkata;Banglore;Banglore;2;10413
4740;1;Kolkata;Banglore;Banglore;11;9187
4741;1;Delhi;Cochin;Cochin;5;13292
4742;1;Delhi;Cochin;Cochin;4;6674
4743;1;Delhi;Cochin;Cochin;4;8330
4744;1;Delhi;Cochin;Cochin;7;11200
4745;1;Delhi;Cochin;Cochin;5;10262
4746;1;Delhi;Cochin;Cochin;11;6216
4747;1;Kolkata;Banglore;Banglore;5;10844
4748;1;Kolkata;Banglore;Banglore;5;11134
4749;1;Chennai;Kolkata;Kolkata;4;5277
4750;1;Delhi;Cochin;Cochin;5;14300
4751;1;Banglore;New Delhi;New Delhi;5;17471
4752;1;Kolkata;Banglore;Banglore;5;10844
4753;1;Banglore;New Delhi;New Delhi;9;5469
4754;1;Delhi;Cochin;Cochin;5;10262
4755;1;Delhi;Cochin;Cochin;9;7185
4756;1;Kolkata;Banglore;Banglore;1;3807
4757;1;Delhi;Cochin;Cochin;5;14714
4758;1;Kolkata;Banglore;Banglore;11;8610
4759;1;Delhi;Cochin;Cochin;5;17234
4760;1;Delhi;Cochin;Cochin;7;15629
4761;1;Delhi;Cochin;Cochin;7;6128
4762;1;Delhi;Cochin;Cochin;5;16289
4763;1;Delhi;Cochin;Cochin;5;15129
4764;1;Banglore;New Delhi;New Delhi;5;7832
4765;1;Banglore;New Delhi;New Delhi;5;22270
4766;1;Kolkata;Banglore;Banglore;5;11467
4767;1;Mumbai;Hyderabad;Hyderabad;4;4392
4768;1;Kolkata;Banglore;Banglore;9;4491
4769;1;Kolkata;Banglore;Banglore;5;9663
4770;1;Delhi;Cochin;Cochin;4;5883
4771;1;Delhi;Cochin;Cochin;2;14777
4772;1;Kolkata;Banglore;Banglore;1;5162
4773;1;Kolkata;Banglore;Banglore;4;4804
4774;1;Kolkata;Banglore;Banglore;5;8529
4775;1;Kolkata;Banglore;Banglore;5;10844
4776;1;Kolkata;Banglore;Banglore;9;3873
4777;1;Kolkata;Banglore;Banglore;4;4804
4778;1;Mumbai;Hyderabad;Hyderabad;5;5678
4779;1;Kolkata;Banglore;Banglore;5;12681
4780;1;Banglore;New Delhi;New Delhi;5;9623
4781;1;Delhi;Cochin;Cochin;7;15147
4782;1;Kolkata;Banglore;Banglore;11;9345
4783;1;Kolkata;Banglore;Banglore;5;7757
4784;1;Kolkata;Banglore;Banglore;5;10844
4785;1;Banglore;New Delhi;New Delhi;2;11948
4786;1;Delhi;Cochin;Cochin;5;13376
4787;1;Kolkata;Banglore;Banglore;2;6117
4788;1;Delhi;Cochin;Cochin;4;6171
4789;1;Kolkata;Banglore;Banglore;5;13626
4790;1;Banglore;New Delhi;New Delhi;5;17471
4791;1;Delhi;Cochin;Cochin;7;7531
4792;1;Delhi;Cochin;Cochin;5;12373
4793;1;Delhi;Cochin;Cochin;5;16289
4794;1;Banglore;New Delhi;New Delhi;4;4777
4795;1;Banglore;Delhi;Delhi;5;5198
4796;1;Kolkata;Banglore;Banglore;5;10844
4797;1;Banglore;Delhi;Delhi;2;7171
4798;1;Delhi;Cochin;Cochin;2;11942
4799;1;Banglore;Delhi;Delhi;4;4423
4800;1;Delhi;Cochin;Cochin;11;5586
4801;1;Kolkata;Banglore;Banglore;5;11134
4802;1;Banglore;New Delhi;New Delhi;1;4284
4803;1;Kolkata;Banglore;Banglore;2;6245
4804;1;Banglore;New Delhi;New Delhi;9;10341
4805;1;Banglore;New Delhi;New Delhi;9;6860
4806;1;Mumbai;Hyderabad;Hyderabad;2;2050
4807;1;Delhi;Cochin;Cochin;7;5797
4808;1;Banglore;New Delhi;New Delhi;4;7648
4809;1;Banglore;New Delhi;New Delhi;2;8851
4810;1;Kolkata;Banglore;Banglore;2;13007
4811;1;Kolkata;Banglore;Banglore;5;13067
4812;1;Banglore;New Delhi;New Delhi;4;4049
4813;1;Kolkata;Banglore;Banglore;5;12692
4814;1;Chennai;Kolkata;Kolkata;2;4667
4815;1;Delhi;Cochin;Cochin;7;8938
4816;1;Delhi;Cochin;Cochin;4;10208
4817;1;Delhi;Cochin;Cochin;7;7354
4818;1;Banglore;Delhi;Delhi;2;5438
4819;1;Kolkata;Banglore;Banglore;1;4107
4820;1;Kolkata;Banglore;Banglore;5;11134
4821;1;Delhi;Cochin;Cochin;5;10262
4822;1;Kolkata;Banglore;Banglore;2;14083
4823;1;Kolkata;Banglore;Banglore;11;9345
4824;1;Delhi;Cochin;Cochin;5;12373
4825;1;Delhi;Cochin;Cochin;7;10196
4826;1;Delhi;Cochin;Cochin;4;5947
4827;1;Kolkata;Banglore;Banglore;5;13044
4828;1;Kolkata;Banglore;Banglore;5;9663
4829;1;Banglore;New Delhi;New Delhi;5;27992
4830;1;Kolkata;Banglore;Banglore;4;7476
4831;1;Kolkata;Banglore;Banglore;2;10413
4832;1;Delhi;Cochin;Cochin;7;10261
4833;1;Kolkata;Banglore;Banglore;5;14151
4834;1;Banglore;Delhi;Delhi;2;5176
4835;1;Delhi;Cochin;Cochin;5;14714
4836;1;Kolkata;Banglore;Banglore;5;9314
4837;1;Delhi;Cochin;Cochin;5;14714
4838;1;Delhi;Cochin;Cochin;7;12192
4839;1;Mumbai;Hyderabad;Hyderabad;9;1759
4840;1;Delhi;Cochin;Cochin;4;4744
4841;1;Banglore;Delhi;Delhi;5;7229
4842;1;Delhi;Cochin;Cochin;5;15029
4843;1;Kolkata;Banglore;Banglore;4;4462
4844;1;Chennai;Kolkata;Kolkata;9;6300
4845;1;Mumbai;Hyderabad;Hyderabad;2;2575
4846;1;Banglore;New Delhi;New Delhi;5;11087
4847;1;Delhi;Cochin;Cochin;7;6305
4848;1;Banglore;New Delhi;New Delhi;11;8290
4849;1;Banglore;Delhi;Delhi;5;5769
4850;1;Banglore;Delhi;Delhi;4;4990
4851;1;Banglore;New Delhi;New Delhi;1;6135
4852;1;Delhi;Cochin;Cochin;4;5733
4853;1;Delhi;Cochin;Cochin;7;7670
4854;1;Delhi;Cochin;Cochin;5;12819
4855;1;Banglore;Delhi;Delhi;4;4823
4856;1;Delhi;Cochin;Cochin;4;6979
4857;1;Kolkata;Banglore;Banglore;2;10493
4858;1;Delhi;Cochin;Cochin;2;16111
4859;1;Delhi;Cochin;Cochin;2;10651
4860;1;Delhi;Cochin;Cochin;4;6600
4861;1;Delhi;Cochin;Cochin;5;10919
4862;1;Kolkata;Banglore;Banglore;4;5198
4863;1;Banglore;New Delhi;New Delhi;2;12778
4864;1;Mumbai;Hyderabad;Hyderabad;4;2754
4865;1;Delhi;Cochin;Cochin;5;15129
4866;1;Delhi;Cochin;Cochin;4;7255
4867;1;Delhi;Cochin;Cochin;7;14486
4868;1;Delhi;Cochin;Cochin;3;6591
4869;1;Banglore;Delhi;Delhi;9;3573
4870;1;Delhi;Cochin;Cochin;5;10262
4871;1;Kolkata;Banglore;Banglore;5;14388
4872;1;Delhi;Cochin;Cochin;5;14714
4873;1;Delhi;Cochin;Cochin;5;10368
4874;1;Chennai;Kolkata;Kolkata;9;3384
4875;1;Kolkata;Banglore;Banglore;2;7742
4876;1;Delhi;Cochin;Cochin;4;6386
4877;1;Banglore;Delhi;Delhi;5;7229
4878;1;Kolkata;Banglore;Banglore;2;8891
4879;1;Delhi;Cochin;Cochin;7;13587
4880;1;Delhi;Cochin;Cochin;4;8227
4881;1;Kolkata;Banglore;Banglore;2;12125
4882;1;Kolkata;Banglore;Banglore;9;3873
4883;1;Delhi;Cochin;Cochin;7;13377
4884;1;Kolkata;Banglore;Banglore;5;10953
4885;1;Kolkata;Banglore;Banglore;9;4622
4886;1;Kolkata;Banglore;Banglore;5;14231
4887;1;Delhi;Cochin;Cochin;5;10262
4888;1;Banglore;Delhi;Delhi;4;3943
4889;1;Kolkata;Banglore;Banglore;11;8610
4890;1;Delhi;Cochin;Cochin;7;6717
4891;1;Delhi;Cochin;Cochin;7;10877
4892;1;Kolkata;Banglore;Banglore;4;4775
4893;1;Kolkata;Banglore;Banglore;5;14571
4894;1;Banglore;New Delhi;New Delhi;9;6205
4895;1;Kolkata;Banglore;Banglore;5;14151
4896;1;Delhi;Cochin;Cochin;7;6637
4897;1;Banglore;New Delhi;New Delhi;2;12074
4898;1;Kolkata;Banglore;Banglore;4;4804
4899;1;Kolkata;Banglore;Banglore;4;7252
4900;1;Delhi;Cochin;Cochin;4;6069
4901;1;Delhi;Cochin;Cochin;5;15554
4902;1;Chennai;Kolkata;Kolkata;4;3850
4903;1;Delhi;Cochin;Cochin;2;12940
4904;1;Kolkata;Banglore;Banglore;9;8844
4905;1;Delhi;Cochin;Cochin;5;15190
4906;1;Banglore;New Delhi;New Delhi;5;9134
4907;1;Delhi;Cochin;Cochin;5;11822
4908;1;Delhi;Cochin;Cochin;7;15078
4909;1;Mumbai;Hyderabad;Hyderabad;9;11005
4910;1;Delhi;Cochin;Cochin;4;7006
4911;1;Banglore;New Delhi;New Delhi;4;4259
4912;1;Delhi;Cochin;Cochin;2;11762
4913;1;Banglore;New Delhi;New Delhi;5;8147
4914;1;Kolkata;Banglore;Banglore;9;3841
4915;1;Kolkata;Banglore;Banglore;4;4174
4916;1;Delhi;Cochin;Cochin;5;12898
4917;1;Delhi;Cochin;Cochin;9;5583
4918;1;Delhi;Cochin;Cochin;5;10262
4919;1;Banglore;Delhi;Delhi;5;7229
4920;1;Delhi;Cochin;Cochin;5;15129
4921;1;Banglore;Delhi;Delhi;11;4668
4922;1;Banglore;Delhi;Delhi;4;4990
4923;1;Kolkata;Banglore;Banglore;4;6985
4924;1;Banglore;Delhi;Delhi;4;4823
4925;1;Kolkata;Banglore;Banglore;11;9345
4926;1;Kolkata;Banglore;Banglore;5;10844
4927;1;Delhi;Cochin;Cochin;5;14657
4928;1;Delhi;Cochin;Cochin;4;6818
4929;1;Delhi;Cochin;Cochin;2;11543
4930;1;Mumbai;Hyderabad;Hyderabad;9;2175
4931;1;Kolkata;Banglore;Banglore;5;10844
4932;1;Mumbai;Hyderabad;Hyderabad;5;8040
4933;1;Kolkata;Banglore;Banglore;5;14571
4934;1;Kolkata;Banglore;Banglore;5;14571
4935;1;Delhi;Cochin;Cochin;5;12898
4936;1;Delhi;Cochin;Cochin;7;14848
4937;1;Delhi;Cochin;Cochin;7;8283
4938;1;Banglore;Delhi;Delhi;5;7229
4939;1;Delhi;Cochin;Cochin;7;8405
4940;1;Delhi;Cochin;Cochin;5;19266
4941;1;Delhi;Cochin;Cochin;2;11038
4942;1;Banglore;Delhi;Delhi;5;8016
4943;1;Chennai;Kolkata;Kolkata;9;3384
4944;1;Delhi;Cochin;Cochin;4;6573
4945;1;Delhi;Cochin;Cochin;5;12819
4946;1;Delhi;Cochin;Cochin;5;15129
4947;1;Banglore;Delhi;Delhi;4;3943
4948;1;Banglore;New Delhi;New Delhi;5;7832
4949;1;Banglore;New Delhi;New Delhi;4;6860
4950;1;Banglore;Delhi;Delhi;4;4823
4951;1;Banglore;Delhi;Delhi;2;5228
4952;1;Kolkata;Banglore;Banglore;5;13364
4953;1;Banglore;New Delhi;New Delhi;5;13555
4954;1;Chennai;Kolkata;Kolkata;4;5277
4955;1;Kolkata;Banglore;Banglore;2;13243
4956;1;Delhi;Cochin;Cochin;7;9794
4957;1;Banglore;Delhi;Delhi;5;8016
4958;1;Delhi;Cochin;Cochin;7;13377
4959;1;Kolkata;Banglore;Banglore;5;12692
4960;1;Kolkata;Banglore;Banglore;2;10697
4961;1;Chennai;Kolkata;Kolkata;9;3384
4962;1;Delhi;Cochin;Cochin;4;6734
4963;1;Kolkata;Banglore;Banglore;5;10844
4964;1;Banglore;Delhi;Delhi;2;5228
4965;1;Kolkata;Banglore;Banglore;2;8891
4966;1;Chennai;Kolkata;Kolkata;4;3384
4967;1;Delhi;Cochin;Cochin;7;17057
4968;1;Kolkata;Banglore;Banglore;4;3480
4969;1;Banglore;Delhi;Delhi;9;4423
4970;1;Kolkata;Banglore;Banglore;5;14178
4971;1;Delhi;Cochin;Cochin;9;4760
4972;1;Kolkata;Banglore;Banglore;5;14151
4973;1;Kolkata;Banglore;Banglore;5;12681
4974;1;Delhi;Cochin;Cochin;5;4886
4975;1;Kolkata;Banglore;Banglore;1;3807
4976;1;Kolkata;Banglore;Banglore;4;4804
4977;1;Banglore;New Delhi;New Delhi;4;5694
4978;1;Delhi;Cochin;Cochin;7;10197
4979;1;Banglore;Delhi;Delhi;4;4077
4980;1;Kolkata;Banglore;Banglore;5;14781
4981;1;Kolkata;Banglore;Banglore;4;5224
4982;1;Kolkata;Banglore;Banglore;4;4804
4983;1;Kolkata;Banglore;Banglore;5;8586
4984;1;Kolkata;Banglore;Banglore;2;7662
4985;1;Delhi;Cochin;Cochin;5;18550
4986;1;Kolkata;Banglore;Banglore;11;8610
4987;1;Banglore;Delhi;Delhi;5;7229
4988;1;Kolkata;Banglore;Banglore;2;12009
4989;1;Kolkata;Banglore;Banglore;5;14151
4990;1;Delhi;Cochin;Cochin;2;4729
4991;1;Delhi;Cochin;Cochin;2;7931
4992;1;Delhi;Cochin;Cochin;5;12898
4993;1;Delhi;Cochin;Cochin;5;16289
4994;1;Delhi;Cochin;Cochin;5;13292
4995;1;Delhi;Cochin;Cochin;7;7618
4996;1;Delhi;Cochin;Cochin;7;13377
4997;1;Kolkata;Banglore;Banglore;1;5192
4998;1;Delhi;Cochin;Cochin;7;7268
4999;1;Kolkata;Banglore;Banglore;5;12384
5000;1;Banglore;New Delhi;New Delhi;4;5694
5001;1;Banglore;New Delhi;New Delhi;5;16338
5002;1;Delhi;Cochin;Cochin;7;7198
5003;1;Delhi;Cochin;Cochin;5;6540
5004;1;Mumbai;Hyderabad;Hyderabad;5;3210
5005;1;Kolkata;Banglore;Banglore;9;3873
5006;1;Banglore;Delhi;Delhi;1;4483
5007;1;Delhi;Cochin;Cochin;1;6752
5008;1;Banglore;Delhi;Delhi;4;4823
5009;1;Kolkata;Banglore;Banglore;2;10203
5010;1;Kolkata;Banglore;Banglore;9;3873
5011;1;Mumbai;Hyderabad;Hyderabad;9;2017
5012;1;Kolkata;Banglore;Banglore;5;8586
5013;1;Banglore;New Delhi;New Delhi;5;31825
5014;1;Kolkata;Banglore;Banglore;2;16057
5015;1;Delhi;Cochin;Cochin;5;10262
5016;1;Delhi;Cochin;Cochin;4;6593
5017;1;Banglore;Delhi;Delhi;9;3971
5018;1;Delhi;Cochin;Cochin;5;16289
5019;1;Kolkata;Banglore;Banglore;5;9314
5020;1;Banglore;Delhi;Delhi;5;4030
5021;1;Delhi;Cochin;Cochin;7;13587
5022;1;Kolkata;Banglore;Banglore;5;9314
5023;1;Delhi;Cochin;Cochin;1;6253
5024;1;Kolkata;Banglore;Banglore;1;5192
5025;1;Kolkata;Banglore;Banglore;2;16372
5026;1;Banglore;Delhi;Delhi;11;5403
5027;1;Delhi;Cochin;Cochin;7;11200
5028;1;Chennai;Kolkata;Kolkata;4;3858
5029;1;Kolkata;Banglore;Banglore;4;4174
5030;1;Delhi;Cochin;Cochin;2;5411
5031;1;Mumbai;Hyderabad;Hyderabad;4;3175
5032;1;Chennai;Kolkata;Kolkata;4;3858
5033;1;Kolkata;Banglore;Banglore;5;13941
5034;1;Delhi;Cochin;Cochin;2;12182
5035;1;Banglore;Delhi;Delhi;4;4990
5036;1;Kolkata;Banglore;Banglore;5;10539
5037;1;Banglore;New Delhi;New Delhi;4;6860
5038;1;Delhi;Cochin;Cochin;11;8001
5039;1;Delhi;Cochin;Cochin;5;10262
5040;1;Kolkata;Banglore;Banglore;11;8085
5041;1;Banglore;Delhi;Delhi;4;3419
5042;1;Kolkata;Banglore;Banglore;2;15164
5043;1;Kolkata;Banglore;Banglore;4;6565
5044;1;Delhi;Cochin;Cochin;5;9254
5045;1;Kolkata;Banglore;Banglore;1;6857
5046;1;Kolkata;Banglore;Banglore;2;12140
5047;1;Kolkata;Banglore;Banglore;9;3841
5048;1;Kolkata;Banglore;Banglore;5;14781
5049;1;Delhi;Cochin;Cochin;2;8372
5050;1;Kolkata;Banglore;Banglore;2;8607
5051;1;Delhi;Cochin;Cochin;7;13587
5052;1;Delhi;Cochin;Cochin;5;15554
5053;1;Kolkata;Banglore;Banglore;5;10844
5054;1;Mumbai;Hyderabad;Hyderabad;4;4392
5055;1;Banglore;Delhi;Delhi;2;6961
5056;1;Delhi;Cochin;Cochin;2;8907
5057;1;Delhi;Cochin;Cochin;4;6442
5058;1;Kolkata;Banglore;Banglore;5;8586
5059;1;Delhi;Cochin;Cochin;2;13486
5060;1;Mumbai;Hyderabad;Hyderabad;2;3100
5061;1;Delhi;Cochin;Cochin;5;15812
5062;1;Delhi;Cochin;Cochin;2;5201
5063;1;Delhi;Cochin;Cochin;4;9413
5064;1;Delhi;Cochin;Cochin;2;13591
5065;1;Mumbai;Hyderabad;Hyderabad;5;5678
5066;1;Banglore;New Delhi;New Delhi;2;6781
5067;1;Banglore;New Delhi;New Delhi;5;7832
5068;1;Delhi;Cochin;Cochin;5;14053
5069;1;Kolkata;Banglore;Banglore;5;10703
5070;1;Delhi;Cochin;Cochin;7;13727
5071;1;Delhi;Cochin;Cochin;7;7408
5072;1;Banglore;New Delhi;New Delhi;5;20800
5073;1;Delhi;Cochin;Cochin;2;11911
5074;1;Banglore;Delhi;Delhi;11;5403
5075;1;Kolkata;Banglore;Banglore;5;13469
5076;1;Delhi;Cochin;Cochin;5;11270
5077;1;Delhi;Cochin;Cochin;1;6152
5078;1;Delhi;Cochin;Cochin;5;12452
5079;1;Kolkata;Banglore;Banglore;5;10844
5080;1;Delhi;Cochin;Cochin;4;8216
5081;1;Kolkata;Banglore;Banglore;5;13626
5082;1;Delhi;Cochin;Cochin;7;7084
5083;1;Delhi;Cochin;Cochin;7;7575
5084;1;Banglore;New Delhi;New Delhi;2;6781
